host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
t,flexible,f,3,South of Market,37.77773,-122.39897,Condominium,Private room,2,1,1,1,Real Bed,2,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
f,flexible,t,1,Bernal Heights,37.74722,-122.42361,Apartment,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
f,moderate,f,1,South of Market,37.77086,-122.40459,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
f,strict_14_with_grace_period,t,3,North Beach,37.79968,-122.40343,House,Private room,2,1,1,1,Real Bed,1,42,90.0,9.0,10.0,10.0,10.0,10.0,9.0,199.0
f,strict_14_with_grace_period,t,3,North Beach,37.80013,-122.40219,House,Private room,2,1,1,1,Real Bed,1,36,94.0,10.0,9.0,10.0,10.0,10.0,9.0,199.0
f,flexible,f,1,West of Twin Peaks,37.73109,-122.45617,Guest suite,Entire home/apt,6,1,3,4,Real Bed,3,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
f,moderate,f,4,South of Market,3.77753,-122.41034,Apartment,Private room,2,1,1,1,Real Bed,2,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0
f,flexible,f,1,Outer Mission,37.71969,-122.44378,House,Private room,2,1,0,2,Real Bed,1,24,86.0,9.0,9.0,10.0,10.0,9.0,9.0,80.0
t,moderate,t,2,Noe Valley,37.74985,-122.43519,House,Private room,2,1,1,1,Real Bed,1,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,440.0
f,flexible,f,2,Bernal Heights,37.73356,-122.41362,Condominium,Private room,2,1,1,1,Real Bed,3,6,93.0,10.0,8.0,10.0,10.0,10.0,10.0,48.0
f,strict_14_with_grace_period,f,63,Outer Mission,3.77086,-122.45432,House,Shared room,3,1,1,3,Real Bed,3,2,90.0,9.0,7.0,10.0,10.0,8.0,10.0,40.0
f,flexible,t,1,Noe Valley,37.75124,-122.42616,Apartment,Entire home/apt,8,1,3,3,Real Bed,1,12,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1500.0
f,moderate,t,1,South of Market,37.77468,-122.40958,Apartment,Entire home/apt,4,1,0,2,Real Bed,1,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
f,flexible,t,2,Financial District,37.79647,-12.23974,Apartment,Entire home/apt,2,1,0,1,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
t,strict_14_with_grace_period,f,200,Downtown/Civic Center,37.78827,-122.41179,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,229.0
t,strict_14_with_grace_period,f,200,Downtown/Civic Center,37.78956,-12.24117,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0
t,flexible,t,2,Bernal Heights,37.73999,-122.42294,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,7,97.0,10.0,10.0,10.0,10.0,9.0,9.0,250.0
f,strict_14_with_grace_period,t,2,Nob Hill,37.79267,-122.41834,Apartment,Entire home/apt,3,1,1,2,Real Bed,40,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
t,moderate,f,852,Marina,37.80239,-122.44138,Condominium,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,172.0
t,moderate,f,6,Castro/Upper Market,37.75995,-122.42988,Apartment,Entire home/apt,2,1,0,1,Real Bed,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
t,flexible,f,3,Outer Sunset,37.74801,-122.50653,Guest suite,Private room,2,1,1,1,Real Bed,1,33,93.0,9.0,10.0,9.0,10.0,9.0,9.0,120.0
f,strict_14_with_grace_period,f,2,Mission,37.75931,-122.42384,Condominium,Private room,2,1,1,1,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
f,flexible,f,4,South of Market,37.77635,-12.24105,Loft,Private room,2,1,1,1,Real Bed,2,13,97.0,10.0,10.0,10.0,10.0,9.0,9.0,149.0
f,moderate,f,4,South of Market,37.77445,-122.41212,Loft,Private room,2,1,1,2,Real Bed,2,7,86.0,9.0,8.0,10.0,9.0,8.0,9.0,149.0
f,moderate,f,4,South of Market,37.77654,-122.41062,Loft,Private room,1,1,1,1,Real Bed,2,14,93.0,9.0,10.0,9.0,10.0,9.0,9.0,149.0
f,strict_14_with_grace_period,t,3,Outer Sunset,37.74769,-122.47802,House,Private room,2,1,1,1,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,8.0,9.0,62.0
f,strict_14_with_grace_period,t,2,Outer Sunset,37.76047,-122.49201,House,Entire home/apt,8,2,3,2,Real Bed,1,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
f,strict_14_with_grace_period,f,2,Outer Mission,37.72995,-122.44027,House,Entire home/apt,4,2,2,2,Real Bed,5,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,flexible,t,2,Mission,37.75909,-122.40889,Apartment,Entire home/apt,8,1,3,3,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0
f,strict_14_with_grace_period,f,5,Inner Sunset,37.76061,-122.46237,Apartment,Private room,2,1,1,1,Real Bed,1,36,96.0,10.0,9.0,10.0,10.0,10.0,9.0,60.0
f,flexible,t,1,South of Market,3.77766,-122.39475,Apartment,Entire home/apt,3,1,1,2,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,750.0
f,moderate,f,2,Mission,37.76429,-12.24219,House,Private room,2,1,1,1,Real Bed,4,1,100.0,8.0,10.0,10.0,10.0,10.0,8.0,350.0
t,moderate,f,41,Mission,37.76309,-122.41948,Condominium,Entire home/apt,3,2,2,2,Real Bed,30,1,100.0,10.0,10.0,10.0,8.0,8.0,10.0,240.0
t,strict_14_with_grace_period,f,2,Visitacion Valley,37.71832,-122.40111,House,Entire home/apt,5,1,2,3,Real Bed,1,44,98.0,10.0,10.0,10.0,10.0,9.0,10.0,130.0
f,flexible,t,439,South of Market,37.77843,-122.41272,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,207.0
f,moderate,f,1,Western Addition,37.77169,-122.42411,Condominium,Entire home/apt,6,2,2,2,Real Bed,1,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,165.0
t,strict_14_with_grace_period,t,4,Mission,37.76908,-122.42367,House,Private room,2,1,1,1,Real Bed,3,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
f,moderate,f,2,Ocean View,37.72092,-122.46558,House,Private room,2,1,1,1,Real Bed,30,2,100.0,10.0,8.0,10.0,10.0,10.0,9.0,75.0
t,strict_14_with_grace_period,t,4,Mission,37.76744,-122.42427,House,Private room,2,1,1,1,Real Bed,3,25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
t,strict_14_with_grace_period,f,200,Downtown/Civic Center,37.78865,-12.24116,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0
t,strict_14_with_grace_period,f,200,Downtown/Civic Center,3.77892,-122.41174,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0
f,flexible,f,1,South of Market,3.77789,-122.41258,Apartment,Private room,1,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
f,flexible,t,1,South of Market,37.77951,-122.41199,Condominium,Entire home/apt,2,1,0,2,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
f,strict_14_with_grace_period,t,41,Financial District,37.78944,-122.40603,Serviced apartment,Entire home/apt,4,1,1,2,Real Bed,2,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
f,strict_14_with_grace_period,f,2,Mission,37.75835,-122.41933,House,Private room,2,6,1,1,Real Bed,32,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0
f,strict_14_with_grace_period,t,2,Bernal Heights,37.74721,-122.41875,Apartment,Entire home/apt,4,1,2,2,Real Bed,8,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1000.0
t,moderate,t,2,South of Market,37.77071,-122.40404,Apartment,Private room,4,1,1,2,Real Bed,1,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
f,flexible,f,1,Potrero Hill,37.75806,-122.39858,House,Entire home/apt,5,1,2,2,Real Bed,30,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
f,moderate,t,6,Mission,37.76408,-122.42569,Apartment,Private room,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,77.0
f,strict_14_with_grace_period,f,2,Outer Sunset,37.75559,-122.50843,House,Private room,2,1,1,1,Real Bed,1,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
f,flexible,f,162,South of Market,37.78667,-122.39239,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,2,90.0,10.0,10.0,10.0,9.0,7.0,7.0,219.0
f,flexible,f,162,South of Market,37.78818,-122.39328,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,269.0
f,flexible,f,162,Downtown/Civic Center,37.77766,-122.41876,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,219.0
f,flexible,f,162,Downtown/Civic Center,37.77789,-122.41876,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0
f,flexible,f,162,Downtown/Civic Center,37.77747,-122.41895,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,209.0
f,flexible,f,162,South of Market,37.78077,-122.40249,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,209.0
f,flexible,f,162,South of Market,37.78014,-122.40384,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,269.0
t,strict_14_with_grace_period,t,5,Pacific Heights,37.78821,-122.44657,House,Private room,2,1,1,1,Real Bed,3,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0
t,strict_14_with_grace_period,t,3,Mission,37.75548,-122.40981,Apartment,Private room,2,1,1,1,Real Bed,1,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
f,strict_14_with_grace_period,f,64,Mission,37.75803,-122.42386,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
f,flexible,f,3,Bayview,37.73293,-12.23928,Condominium,Private room,2,1,1,1,Real Bed,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
t,moderate,f,852,Western Addition,37.77172,-12.24238,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
f,flexible,t,2,Marina,3.78015,-12.24417,House,Private room,2,1,1,1,Real Bed,1,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
t,moderate,f,852,Western Addition,3.77718,-122.42503,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
t,flexible,f,3,South of Market,37.77154,-122.40481,Apartment,Private room,2,1,1,1,Real Bed,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
f,flexible,t,1,Bernal Heights,37.74569,-122.41637,House,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
f,flexible,f,1,Pacific Heights,37.79125,-12.24247,House,Private room,2,1,1,1,Real Bed,1,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
f,flexible,t,1,South of Market,37.77733,-122.41313,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,3,80.0,10.0,10.0,10.0,10.0,6.0,6.0,575.0
f,strict_14_with_grace_period,t,5,Ocean View,37.72359,-12.24574,House,Private room,2,2,1,1,Real Bed,1,9,91.0,9.0,9.0,10.0,10.0,10.0,9.0,49.0
f,strict_14_with_grace_period,f,33,Marina,37.79685,-122.43694,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,241.0
f,flexible,t,1,Haight Ashbury,37.77141,-122.44465,House,Private room,1,5,1,1,Real Bed,35,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,56.0
f,strict_14_with_grace_period,f,1,Western Addition,37.78293,-122.43353,Apartment,Entire home/apt,2,1,0,2,Real Bed,30,2,90.0,10.0,9.0,9.0,10.0,10.0,9.0,99.0
f,strict_14_with_grace_period,t,5,Ocean View,37.72293,-122.45623,House,Private room,4,1,1,2,Real Bed,1,9,91.0,9.0,8.0,10.0,9.0,9.0,9.0,59.0
f,moderate,t,2,South of Market,37.77787,-12.24154,Apartment,Entire home/apt,2,1,1,2,Real Bed,1,6,83.0,9.0,8.0,8.0,9.0,10.0,8.0,119.0
f,moderate,f,1,Mission,37.76021,-122.42191,Condominium,Private room,2,1,1,1,Real Bed,1,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
f,flexible,t,1,Lakeshore,37.73392,-122.47616,House,Private room,4,1,1,2,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
f,flexible,t,1,Outer Richmond,37.77191,-122.50827,House,Entire home/apt,4,1,2,2,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
t,moderate,t,2,Outer Richmond,37.77393,-122.48702,Apartment,Entire home/apt,3,1,0,1,Real Bed,1,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0
f,flexible,f,1,Outer Sunset,37.75743,-122.50077,House,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
f,moderate,f,3,Russian Hill,37.80586,-122.42238,Boutique hotel,Private room,6,2,2,2,Real Bed,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1249.0
f,strict_14_with_grace_period,t,3,Outer Sunset,37.74823,-122.47707,House,Private room,1,1,1,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,8.0,10.0,62.0
f,moderate,f,21,Western Addition,37.77416,-122.42399,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,80.0,8.0,10.0,10.0,8.0,10.0,8.0,110.0
f,flexible,f,1,Bayview,37.73072,-122.38907,House,Entire home/apt,6,3,3,3,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,strict_14_with_grace_period,t,5,Ocean View,37.72287,-122.45771,House,Private room,4,2,1,2,Real Bed,1,11,95.0,9.0,10.0,10.0,10.0,9.0,9.0,65.0
f,strict_14_with_grace_period,t,4,Downtown/Civic Center,37.78787,-122.41171,Resort,Private room,4,1,1,1,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
f,strict_14_with_grace_period,t,1,Bernal Heights,37.74216,-122.41491,House,Private room,2,1,1,1,Real Bed,2,18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
t,moderate,f,6,Castro/Upper Market,0.37766,-122.42668,Apartment,Private room,2,1,1,1,Real Bed,2,11,96.0,10.0,9.0,10.0,10.0,10.0,9.0,200.0
f,flexible,t,5,Marina,37.80481,-12.24459,Villa,Private room,2,1,1,1,Real Bed,1,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
f,moderate,t,5,Marina,37.80496,-12.24439,Villa,Private room,2,1,1,1,Real Bed,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
f,flexible,t,5,Marina,37.80432,-122.44442,Villa,Private room,2,1,1,1,Real Bed,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,flexible,t,5,Marina,37.80552,-122.44523,Villa,Private room,2,1,1,1,Real Bed,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
t,flexible,f,2,Potrero Hill,37.76343,-12.23975,Guest suite,Entire home/apt,4,1,2,2,Real Bed,3,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
f,strict_14_with_grace_period,t,1,South of Market,37.78867,-122.39103,Condominium,Private room,2,1,1,1,Real Bed,30,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
f,flexible,t,3,Haight Ashbury,37.77466,-122.44458,Apartment,Private room,2,1,1,1,Real Bed,1,12,95.0,9.0,10.0,10.0,10.0,10.0,9.0,150.0
t,moderate,t,35,Haight Ashbury,3.77701,-122.45035,Hostel,Private room,2,5,1,1,Real Bed,1,16,96.0,10.0,9.0,10.0,10.0,10.0,10.0,100.0
f,flexible,t,439,Western Addition,37.78556,-122.43659,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,293.0
f,flexible,f,2,Chinatown,37.79678,-122.40752,Apartment,Entire home/apt,4,1,1,3,Real Bed,1,33,92.0,10.0,9.0,10.0,10.0,10.0,9.0,200.0
f,flexible,t,23,Noe Valley,37.75416,-12.24281,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
f,flexible,t,1,Mission,37.76722,-12.24216,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,106.0
t,strict_14_with_grace_period,f,2,South of Market,0.37773,-122.40409,Condominium,Private room,1,1,1,1,Real Bed,1,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
t,moderate,t,1,Pacific Heights,37.79582,-1.22433,Guest suite,Entire home/apt,6,2,3,3,Real Bed,1,19,100.0,10.0,10.0,10.0,10.0,10.0,9.0,600.0
t,moderate,f,3,Excelsior,37.71974,-122.43515,House,Entire home/apt,10,4,5,4,Real Bed,3,5,100.0,10.0,10.0,10.0,10.0,9.0,9.0,550.0
f,flexible,f,2,Chinatown,37.79716,-122.40905,Apartment,Private room,2,1,1,1,Real Bed,1,22,88.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0
f,strict_14_with_grace_period,t,41,Financial District,37.78989,-122.40642,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,2,3,93.0,9.0,9.0,9.0,10.0,10.0,9.0,95.0
f,flexible,t,2,Ocean View,37.71247,-12.24589,House,Private room,1,1,1,1,Real Bed,30,1,40.0,4.0,4.0,10.0,10.0,6.0,4.0,38.0
f,moderate,t,1,Noe Valley,37.75191,-122.44189,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,6,90.0,9.0,10.0,10.0,10.0,10.0,9.0,125.0
f,flexible,t,3,Bayview,37.73154,-122.38957,Guest suite,Entire home/apt,4,1,1,2,Real Bed,1,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
t,moderate,f,852,Pacific Heights,37.79217,-122.43929,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0
t,moderate,f,852,Pacific Heights,37.79008,-122.44093,Apartment,Entire home/apt,2,1,0,0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
f,strict_14_with_grace_period,t,1,Potrero Hill,37.75275,-122.40239,Condominium,Entire home/apt,4,2,2,3,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
t,moderate,f,2,Castro/Upper Market,37.75732,-122.43549,House,Private room,2,1,1,1,Real Bed,2,2,80.0,10.0,8.0,10.0,10.0,10.0,10.0,119.0
t,flexible,f,3,Noe Valley,37.75169,-122.42881,Condominium,Private room,1,1,1,1,Real Bed,1,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
f,flexible,t,1,South of Market,37.78684,-12.23925,Serviced apartment,Private room,1,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,320.0
f,flexible,t,1,Inner Sunset,37.75388,-122.46552,Apartment,Entire home/apt,3,1,2,2,Real Bed,365,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3800.0
f,flexible,t,2,Mission,37.75715,-122.41567,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,125.0
f,flexible,f,2,Mission,37.75851,-122.41584,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
f,strict_14_with_grace_period,t,1,Outer Richmond,37.77625,-122.49012,Guest suite,Entire home/apt,3,1,1,2,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0
f,strict_14_with_grace_period,f,1,Noe Valley,37.74969,-122.42716,House,Private room,2,1,2,1,Real Bed,2,4,93.0,10.0,9.0,10.0,10.0,9.0,9.0,100.0
f,strict_14_with_grace_period,t,2,Marina,37.79729,-122.43869,Apartment,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
f,moderate,f,3,West of Twin Peaks,3.77357,-122.46088,House,Private room,1,1,1,1,Real Bed,2,11,100.0,10.0,9.0,10.0,10.0,10.0,10.0,90.0
f,moderate,f,1,Outer Mission,37.73076,-122.45026,House,Private room,2,1,0,1,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
f,strict_14_with_grace_period,f,1,Castro/Upper Market,37.76125,-122.43127,Apartment,Entire home/apt,6,1,3,3,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,349.0
f,moderate,f,1,Inner Sunset,37.75837,-122.46905,Apartment,Entire home/apt,6,2,3,3,Real Bed,3,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
t,moderate,t,2,Bernal Heights,37.74845,-122.40521,House,Entire home/apt,10,2,3,7,Real Bed,30,13,94.0,9.0,9.0,10.0,10.0,8.0,8.0,600.0
f,strict_14_with_grace_period,t,51,Financial District,37.79716,-122.39872,Apartment,Entire home/apt,4,1,0,2,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
t,moderate,f,852,Castro/Upper Market,37.76243,-122.43612,Condominium,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0
t,moderate,f,852,South of Market,37.78222,-122.39569,Condominium,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
t,strict,f,852,Haight Ashbury,37.77573,-122.44494,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,152.0
f,strict_14_with_grace_period,t,3,Ocean View,37.72068,-122.44909,House,Private room,2,2,1,1,Real Bed,30,13,88.0,10.0,8.0,9.0,10.0,9.0,9.0,45.0
f,flexible,t,3,Ocean View,37.72043,-122.44985,House,Private room,2,2,1,1,Real Bed,30,9,87.0,9.0,8.0,9.0,10.0,9.0,9.0,50.0
f,flexible,t,3,Ocean View,37.71862,-12.24493,House,Private room,3,2,1,1,Real Bed,30,13,91.0,10.0,10.0,10.0,10.0,9.0,9.0,59.0
f,moderate,t,1,Bayview,3.77331,-122.39387,House,Entire home/apt,6,2,2,0,Real Bed,2,3,100.0,10.0,10.0,9.0,10.0,9.0,10.0,299.0
t,strict_14_with_grace_period,t,6,Bayview,37.72875,-122.37127,Bungalow,Shared room,1,1,1,1,Real Bed,2,16,95.0,10.0,9.0,10.0,10.0,10.0,9.0,42.0
f,strict_14_with_grace_period,f,81,Pacific Heights,37.79258,-122.43301,Condominium,Entire home/apt,2,1,1,1,Real Bed,30,2,60.0,6.0,7.0,7.0,7.0,10.0,6.0,225.0
f,strict_14_with_grace_period,f,5,Downtown/Civic Center,37.78936,-122.40716,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,2,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,600.0
t,flexible,f,3,Outer Sunset,37.74847,-122.50687,House,Private room,2,1,1,1,Real Bed,1,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
f,moderate,f,18,Excelsior,37.72426,-122.42525,House,Entire home/apt,4,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
f,moderate,f,2,Potrero Hill,37.75137,-122.40071,House,Entire home/apt,4,1,2,2,Real Bed,2,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
f,strict_14_with_grace_period,t,2,Bayview,37.72098,-122.39456,House,Private room,2,1,1,2,Real Bed,1,27,92.0,10.0,9.0,10.0,10.0,9.0,9.0,105.0
f,moderate,t,1,Marina,37.79862,-12.24454,Condominium,Entire home/apt,4,2,2,2,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
t,moderate,f,3,Noe Valley,37.75056,-12.24431,Condominium,Private room,2,2,1,1,Real Bed,1,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0
f,strict_14_with_grace_period,f,5,Inner Sunset,37.76213,-122.46834,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,118.0
t,strict_14_with_grace_period,f,6,Nob Hill,37.79517,-122.40986,Apartment,Private room,1,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
f,flexible,f,4,Bernal Heights,37.74726,-122.41956,Condominium,Private room,2,1,1,1,Real Bed,3,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
f,moderate,f,1,Mission,37.75913,-12.24189,Apartment,Private room,2,1,1,1,Real Bed,2,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
t,strict_14_with_grace_period,f,2,Presidio Heights,37.78947,-122.45246,Guest suite,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
f,strict_14_with_grace_period,f,3,Haight Ashbury,37.77026,-122.44921,Apartment,Entire home/apt,4,1,1,2,Real Bed,1,11,98.0,10.0,10.0,10.0,10.0,10.0,9.0,219.0
f,strict_14_with_grace_period,f,799,South of Market,37.78025,-122.40321,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0
f,strict_14_with_grace_period,f,799,South of Market,37.78236,-122.40059,Apartment,Entire home/apt,3,1,0,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,239.0
t,moderate,t,1,Bernal Heights,37.73925,-122.41431,Guest suite,Entire home/apt,3,1,1,1,Real Bed,3,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,94.0
f,flexible,t,2,Financial District,37.79001,-122.39496,Condominium,Entire home/apt,2,1,1,1,Real Bed,180,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,250.0
f,strict_14_with_grace_period,f,2,North Beach,37.80186,-122.40962,Townhouse,Entire home/apt,10,1,3,9,Real Bed,3,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,500.0
